age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salaryOver50K
49, Self-emp-inc,246739, Some-college,0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,1
35, Private,88040, Some-college,0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
47, Private,87440, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5078,0,40, United-States,1
37, Local-gov,5266, Some-college,0, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
37, Private,249208, Assoc-voc,0, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States,1
26, Private,203492, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
8, ?,70076, HS-grad,9, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0
55, Federal-gov,46477, Some-college,0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
47, Private,200699, Assoc-acdm,2, Married-civ-spouse, Sales, Husband, White, Male,5078,0,50, United-States,1
59, Private,205949, HS-grad,9, Separated, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,0
70, Private,90245, HS-grad,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,5, United-States,0
53, Federal-gov,77647, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, France,1
39, Private,26494, HS-grad,9, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0
38, Private,257735, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
33, Private,60363, Some-college,0, Separated, Tech-support, Unmarried, White, Female,0,0,50, Columbia,0
9, ?,257343, Some-college,0, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0
28, Private,220452, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States,0
74, Private,260669, 00th,6, Divorced, Other-service, Not-in-family, White, Female,0,0,0, United-States,0
40, Private,92344, Bachelors,3, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
35, Private,80479, Assoc-voc,0, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States,0
35, Self-emp-not-inc,8808, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,0
40, Private,75674, Some-college,0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
38, Private,272950, Some-college,0, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States,0
29, Self-emp-not-inc,60786, 00th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States,1
46, Self-emp-not-inc,22206, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
46, Private,20068, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States,0
40, Private,209547, Bachelors,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1
29, Federal-gov,244473, Bachelors,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,40, United-States,1
39, Private,76296, Assoc-acdm,2, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,60, United-States,0
30, Private,90666, HS-grad,9, Never-married, Exec-managerial, Own-child, White, Male,0,0,60, United-States,0
50, Local-gov,90025, Masters,4, Divorced, Exec-managerial, Not-in-family, White, Female,4650,0,70, United-States,0
30, State-gov,63704, Bachelors,3, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
27, Private,30659, Some-college,0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
27, Private,90230, Some-college,0, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,25, United-States,0
28, Private,56340, Bachelors,3, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States,0
20, Private,220057, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,0,30, United-States,0
57, Local-gov,43900, Bachelors,3, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
56, Local-gov,435836, Masters,4, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
22, ?,60499, HS-grad,9, Never-married, ?, Not-in-family, White, Female,0,0,40, United-States,0
48, Private,209082, Preschool,0, Separated, Other-service, Unmarried, White, Female,0,0,40, El-Salvador,0
36, Self-emp-inc,7208, Some-college,0, Divorced, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,55, United-States,0
50, Private,55500, 02th,8, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
39, Local-gov,357962, Assoc-acdm,2, Never-married, Transport-moving, Not-in-family, White, Male,0,0,48, United-States,0
43, Private,200355, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States,1
38, Private,320450, Masters,4, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, ?,0
50, Local-gov,84542, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
43, State-gov,206927, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
44, Private,54300, Masters,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States,1
35, Private,208065, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, United-States,0
40, Private,46908, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,902,40, United-States,1
39, Private,308406, 00th,6, Separated, Other-service, Own-child, Black, Female,0,0,2, United-States,0
47, Self-emp-inc,207540, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, ?,0
23, Private,69900, Preschool,0, Never-married, Other-service, Own-child, White, Female,0,0,5, United-States,0
26, Private,305304, 00th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
25, Local-gov,295289, HS-grad,9, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States,0
29, Private,275000, Some-college,0, Separated, Handlers-cleaners, Not-in-family, Black, Male,0,0,42, United-States,0
30, Private,339773, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States,0
57, State-gov,399246, Bachelors,3, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,485,40, China,0
37, Self-emp-inc,50264, Assoc-voc,0, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
39, Private,49020, Bachelors,3, Married-civ-spouse, Sales, Husband, White, Male,3003,0,48, United-States,1
37, Private,78000, Masters,4, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States,1
45, ?,205943, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0
20, Private,76078, Some-college,0, Never-married, Sales, Own-child, White, Female,0,0,6, United-States,0
25, State-gov,80884, Some-college,0, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States,0
60, State-gov,30466, HS-grad,9, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States,0
59, Private,328525, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,2404,0,5, United-States,0
28, Private,42702, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
24, Private,76320, Some-college,0, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
47, Private,45040, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cuba,1
29, Private,95423, HS-grad,9, Married-AF-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States,0
49, Self-emp-not-inc,205096, 9th,5, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States,0
40, Local-gov,77599, Bachelors,3, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, United-States,0
33, Private,23920, Some-college,0, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States,0
20, ?,200490, Some-college,0, Never-married, ?, Own-child, White, Male,0,0,40, United-States,0
40, Private,46990, Doctorate,6, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,977,20, United-States,1
32, Private,388672, Some-college,0, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,6, United-States,0
48, Private,49200, Bachelors,3, Divorced, Sales, Not-in-family, Black, Male,0,0,40, United-States,1
24, Private,34787, Some-college,0, Never-married, Sales, Own-child, White, Female,0,0,40, United-States,0
50, Private,85407, Assoc-voc,0, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,38, United-States,1
30, State-gov,86043, HS-grad,9, Never-married, Protective-serv, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States,0
23, Private,40720, Assoc-voc,0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States,1
35, Private,95744, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
50, Local-gov,96062, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
39, Private,205050, 9th,5, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States,0
52, Private,270728, 7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male,0,0,48, Cuba,0
44, Private,75002, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States,0
43, Private,206039, Bachelors,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,1
39, Private,50700, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
33, Private,224258, 7th-8th,4, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Mexico,1
30, Private,240440, Masters,4, Never-married, Exec-managerial, Not-in-family, White, Male,0,564,40, United-States,1
40, Self-emp-not-inc,406800, Some-college,0, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,1
28, Local-gov,34452, Prof-school,5, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,0
9, Private,360340, 02th,8, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Thailand,0
35, Private,78247, Assoc-voc,0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
44, Private,6900, Bachelors,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,0
40, Self-emp-not-inc,65008, Bachelors,3, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, England,0
20, Private,406640, Some-college,0, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States,0
55, Private,70467, HS-grad,9, Divorced, Craft-repair, Unmarried, Black, Male,0,0,48, United-States,1
30, Private,340087, 7th-8th,4, Separated, Transport-moving, Not-in-family, White, Male,0,0,35, United-States,0
38, Private,9077, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,1
75, Private,4896, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,2653,0,20, United-States,0
7, Private,342752, 00th,7, Never-married, Other-service, Own-child, White, Male,0,0,5, United-States,0
79, ?,76640, Masters,4, Married-civ-spouse, ?, Husband, White, Male,20050,0,40, Poland,1
20, Private,47540, Some-college,0, Never-married, Sales, Own-child, White, Male,0,0,30, United-States,0
25, Private,233460, Assoc-acdm,2, Never-married, Tech-support, Not-in-family, White, Male,0,0,30, United-States,0
27, Private,303954, Bachelors,3, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0
9, Private,63005, Some-college,0, Never-married, Sales, Own-child, White, Female,0,0,20, United-States,0
20, Private,75763, Some-college,0, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States,0
9, Private,43003, Some-college,0, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States,0
42, Private,328239, Some-college,0, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
28, Private,30856, 00th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, United-States,0
47, Self-emp-not-inc,90072, Some-college,0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Iran,1
59, Private,70048, Some-college,0, Divorced, Other-service, Unmarried, White, Female,0,0,32, United-States,0
50, Private,4500, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
48, Self-emp-inc,203040, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States,0
33, Local-gov,75509, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
27, Private,73600, Assoc-acdm,2, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States,0
45, Private,48995, Doctorate,6, Never-married, Prof-specialty, Not-in-family, White, Male,99999,0,30, United-States,1
24, Private,64520, 7th-8th,4, Never-married, Sales, Own-child, White, Male,0,0,40, United-States,0
30, Private,39822, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,1
24, Private,258700, 5th-6th,3, Never-married, Farming-fishing, Other-relative, Black, Male,0,0,40, Mexico,0
29, Private,34796, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
24, Private,24963, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States,0
24, Private,65743, Bachelors,3, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States,0
28, Private,60087, Some-college,0, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,45, Jamaica,0
63, ?,424590, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,0,40, United-States,0
36, Federal-gov,203836, Some-college,0, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States,0
58, State-gov,99, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
50, Private,306059, Some-college,0, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,36, United-States,0
42, Private,255667, Some-college,0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,1
39, Private,93689, Some-college,0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
26, Private,60722, Bachelors,3, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States,0
39, Private,87847, Some-college,0, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
28, Private,233275, Bachelors,3, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States,0
50, Private,205404, Bachelors,3, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,5024,0,40, United-States,1
45, Private,200865, Bachelors,3, Married-spouse-absent, Exec-managerial, Unmarried, White, Male,0,0,40, United-States,0
45, Private,8889, Assoc-voc,0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
23, State-gov,368739, Bachelors,3, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
38, Private,23833, Some-college,0, Never-married, Other-service, Not-in-family, White, Male,0,408,40, United-States,0
38, Private,70344, 00th,7, Married-spouse-absent, Transport-moving, Own-child, White, Male,0,0,36, Mexico,0
39, Private,53976, Some-college,0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
52, Private,374883, Assoc-voc,0, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States,0
7, Private,67658, 02th,8, Never-married, Sales, Own-child, White, Female,0,0,6, United-States,0
30, Private,348504, Bachelors,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
22, Private,258509, HS-grad,9, Never-married, Transport-moving, Own-child, Black, Male,0,0,24, United-States,0
47, State-gov,8890, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,830,0,38, United-States,0
28, Private,88236, Some-college,0, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
30, ?,355570, HS-grad,9, Never-married, ?, Unmarried, Black, Female,0,0,40, United-States,0
40, Private,425049, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,1
29, Private,42555, Masters,4, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,42, United-States,0
42, Self-emp-not-inc,29320, Prof-school,5, Divorced, Prof-specialty, Unmarried, White, Male,0,0,60, United-States,1
52, Federal-gov,207840, Some-college,0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
35, Private,87329, Bachelors,3, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
28, Private,270973, Assoc-acdm,2, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
46, Private,97332, Masters,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,46, United-States,1
20, ?,75066, Some-college,0, Never-married, ?, Own-child, White, Female,2076,0,40, United-States,0
45, Local-gov,60087, HS-grad,9, Married-spouse-absent, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
20, Private,97908, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States,0
74, Private,92290, 00th,6, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,20, United-States,0
29, Private,240895, HS-grad,9, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, United-States,0
39, Local-gov,64505, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
44, Private,47206, Some-college,0, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,45, United-States,1
23, Self-emp-inc,306868, Bachelors,3, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States,0
32, Local-gov,69837, Assoc-acdm,2, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States,0
60, ?,24648, 00th,6, Divorced, ?, Not-in-family, White, Female,0,0,40, United-States,0
43, Private,85057, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,30, United-States,1
23, Private,240049, Preschool,0, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Laos,0
8, Private,64440, Some-college,0, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States,0
38, Private,79304, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
33, Private,309854, Bachelors,3, Separated, Prof-specialty, Not-in-family, White, Male,4650,0,35, United-States,0
9, Self-emp-inc,48955, Some-college,0, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, South,0
23, Private,32950, Some-college,0, Never-married, Transport-moving, Not-in-family, White, Male,4000,0,40, United-States,0
37, Private,206699, HS-grad,9, Divorced, Tech-support, Own-child, White, Male,0,0,45, United-States,0
25, Private,385646, HS-grad,9, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States,0
36, Private,30438, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Male,0,0,43, ?,0
45, Private,68598, 02th,8, Married-civ-spouse, Adm-clerical, Wife, Black, Female,3003,0,40, United-States,1
32, Private,97306, Bachelors,3, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States,0
65, ?,6900, 00th,7, Divorced, ?, Not-in-family, Asian-Pac-Islander, Female,0,0,5, United-States,0
8, Self-emp-not-inc,29582, 00th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
25, Private,220284, HS-grad,9, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, Mexico,0
29, Private,226, Masters,4, Never-married, Sales, Not-in-family, White, Male,0,0,65, ?,0
53, Private,240904, Some-college,0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
33, Private,5496, Doctorate,6, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1
27, Private,5807, Bachelors,3, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States,0
24, State-gov,330836, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
54, Self-emp-not-inc,36327, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,0
23, Private,33423, Some-college,0, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States,0
45, Private,75673, Assoc-voc,0, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States,0
36, Private,85744, Some-college,0, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, United-States,1
36, Private,86035, 00th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,5078,0,40, United-States,1
44, Local-gov,96456, Masters,4, Never-married, Prof-specialty, Not-in-family, White, Female,0,669,40, United-States,0
24, Private,450, HS-grad,9, Never-married, Transport-moving, Unmarried, Black, Male,0,0,40, United-States,0
39, Private,5289, Some-college,0, Divorced, Sales, Own-child, White, Male,0,380,70, United-States,0
50, Private,74879, HS-grad,9, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States,0
38, Private,7302, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Female,5024,0,40, United-States,1
58, Private,272902, Bachelors,3, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
44, Self-emp-inc,220230, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,48, United-States,0
24, Private,90934, Bachelors,3, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,55, United-States,0
52, Self-emp-inc,234286, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,5024,0,40, United-States,1
46, Private,364548, Bachelors,3, Divorced, Sales, Not-in-family, White, Male,8604,0,40, United-States,1
50, Self-emp-inc,283676, Doctorate,6, Married-civ-spouse, Prof-specialty, Husband, White, Male,5024,0,60, United-States,1
34, Private,95602, Assoc-acdm,2, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States,0
40, Private,70760, Assoc-acdm,2, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States,0
53, Private,42707, Bachelors,3, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
24, Private,24242, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
58, ?,53480, Bachelors,3, Married-civ-spouse, ?, Husband, White, Male,0,0,70, United-States,0
26, Private,287797, Some-college,0, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States,0
22, Private,88274, Assoc-acdm,2, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States,0
36, Private,70968, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
78, ?,74795, Assoc-acdm,2, Widowed, ?, Not-in-family, White, Female,0,0,4, United-States,0
36, Private,208490, Bachelors,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Germany,1
43, Local-gov,94937, Bachelors,3, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,28, United-States,0
60, Private,9500, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
49, Local-gov,269527, Masters,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States,1
50, Self-emp-inc,200689, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,977,63, ?,1
34, Self-emp-not-inc,20672, 7th-8th,4, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,0, United-States,0
46, Private,30779, Some-college,0, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
46, Local-gov,440542, Bachelors,3, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States,0
69, Private,4800, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States,0
32, Private,80284, 00th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
40, Local-gov,27444, Bachelors,3, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,1
60, Private,80382, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3400,0,45, United-States,0
56, Private,43266, Some-college,0, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
47, Private,39268, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0
29, Private,26208, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,0
37, Private,86090, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,46, United-States,0
50, Private,97063, Prof-school,5, Never-married, Prof-specialty, Not-in-family, White, Female,0,2559,50, United-States,1
44, State-gov,93524, Masters,4, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,902,40, United-States,1
33, Private,80388, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,40, United-States,0
50, Self-emp-not-inc,24963, Prof-school,5, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,80, United-States,1
24, Private,88925, Assoc-voc,0, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
37, Self-emp-not-inc,49230, Assoc-voc,0, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States,0
40, Private,388725, Some-college,0, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
34, Private,3543, Masters,4, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States,0
60, ?,87636, Bachelors,3, Divorced, ?, Unmarried, White, Female,0,0,40, United-States,0
56, Self-emp-inc,267763, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, ?,0
69, Federal-gov,43849, 00th,7, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States,0
40, Self-emp-not-inc,97277, Assoc-voc,0, Divorced, Other-service, Unmarried, White, Female,0,0,0, United-States,0
40, Private,99303, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
57, Private,24852, Some-college,0, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States,0
26, Private,50053, Bachelors,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States,0
53, Private,97005, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,46, United-States,1
90, ?,75444, 7th-8th,4, Separated, ?, Not-in-family, White, Female,0,0,5, United-States,0
39, Private,337898, Bachelors,3, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,55, United-States,0
50, Federal-gov,24076, Bachelors,3, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
56, Federal-gov,277420, Bachelors,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico,1
50, Private,280278, 00th,6, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
7, Private,240085, 02th,8, Never-married, Prof-specialty, Own-child, White, Male,0,0,20, United-States,0
42, Private,202088, Some-college,0, Divorced, Exec-managerial, Not-in-family, White, Female,0,740,50, United-States,0
42, Private,98422, Some-college,0, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
29, Private,82242, Prof-school,5, Never-married, Prof-specialty, Unmarried, White, Male,27828,0,45, Germany,1
33, Private,78429, Bachelors,3, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
47, Private,85866, Prof-school,5, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, ?,1
43, Private,202847, Some-college,0, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
64, Self-emp-not-inc,209660, Prof-school,5, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,9, United-States,1
40, Private,320856, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States,1
